0,1,2,company
-0.7144056,-0.3656741,-0.17142004,duke
0.77409637,0.34594712,0.070514075,alexion
1.1726977,0.22113645,-0.06788517,twilio
0.17431194,-0.08692332,-0.7611474,united parcel service
-0.419589,-0.0056538926,-0.45830926,marathon petroleum
-0.28598815,0.032568034,0.56223,agilent technologies
-0.581757,-0.012521611,-0.21570237,biogen
-0.6457396,-0.55800974,0.034593295,mcdonalds
-0.4331837,-0.89874893,0.54111457,coupa software
-0.087742366,-0.41022685,-0.26773328,chevron
-0.57316995,-0.40917957,-0.10793397,edison
-1.1448895,0.42950085,0.14769852,micron technology
0.2179232,1.2074424,1.2823896,ringcentral
-0.6471052,1.104897,-0.35984993,kinder morgan
0.6489915,0.6564775,0.7311416,bank of
0.42813492,-0.6125555,0.32231575,berkshire hathaway
-0.50354874,0.18735133,1.2643656,spotify technology
-0.67193794,0.27329132,-0.6154229,okta
-0.08927859,-0.5880711,0.5429602,kroger
0.4094715,-0.233812,0.46210903,dupont de nemours
-0.41635093,0.8244732,-0.10912592,t rowe price
-0.29723835,-0.643849,-0.069690265,mckesson
-0.5416057,-0.03276686,-0.15169775,alphabet
-0.6188971,-0.30239272,-0.40349826,nike
-0.8426766,-0.5209077,-0.2500614,mondelez
1.253111,0.7326863,0.4969133,roper technologies
0.5537982,-0.3183852,0.18223792,sysco
0.10087634,-0.20012164,-0.06509553,exxon mobil
-0.4773413,-0.41794512,-0.39052486,norfolk southern
0.0979014,-0.4528961,0.5197667,tesla
-0.20633774,-0.37495738,-0.34438202,walt disney
-0.1298523,-0.24136314,0.11870733,sherwin williams
-1.5831491,1.8687716,-0.35254055,walgreen boots alliance
-0.03638578,-0.062703684,-0.09694967,motorola solutions
-0.27051353,-0.23350447,0.17689393,ford motor
-0.4237589,-0.105109245,-0.30895707,nextera
0.7574693,0.16445233,0.031309552,baxter
-0.7706144,0.8937863,-0.7255575,otis worldwide
-0.08542939,-0.19367185,-0.09738725,square
-0.0741737,-0.1114383,-0.11260413,centene
-1.0918646,1.7896258,0.07056586,activision blizzard
-0.5895287,-0.6476975,0.27246594,oracle
0.42543536,0.15276358,0.45578668,qualcomm
-0.06410024,-0.17680937,0.24140987,honeywell
-0.57212836,-0.40652823,-0.1344252,palo alto networks
-0.319005,-0.086611,-0.20769028,humana
-1.3322855,1.5539947,-0.33301902,intuitive surgical
-0.18859439,-0.17693755,-0.38908672,nvidia
-0.3788104,1.2557598,-0.10790287,stryker
-0.5280587,-0.2538654,-0.33340856,exelon
-0.16887078,-0.22136366,-0.3071409,gilead sciences
-0.7206464,-0.20915048,-0.2403413,johnson controls
-0.78271174,0.024469635,0.21269487,autozone
-0.4054156,-0.10880745,-0.33662808,regeneron
-0.21914266,-0.18682434,-0.30708647,medtronic
-0.6842823,0.3757968,-0.6097425,wells fargo
-0.4570299,-0.35068077,-0.31899965,best buy
