,company,n0_rec,n0_conf,n1_rec,n1_conf,n2_rec,n2_conf,n3_rec,n3_conf,n4_rec,n4_conf,n5_rec,n5_conf,n6_rec,n6_conf,n7_rec,n7_conf,n8_rec,n8_conf,n9_rec,n9_conf,n10_rec,n10_conf,n11_rec,n11_conf,n12_rec,n12_conf,n13_rec,n13_conf,n14_rec,n14_conf,n15_rec,n15_conf,n16_rec,n16_conf,n17_rec,n17_conf,n18_rec,n18_conf,n19_rec,n19_conf,n20_rec,n20_conf,n21_rec,n21_conf,n22_rec,n22_conf,n23_rec,n23_conf,n24_rec,n24_conf
10,linde,eaton,0.8800119757652283,intuitive surgical,0.8485627174377441,dow,0.8216423988342285,cummins,0.7651573419570923,roper technologies,0.7441732883453369,archer daniels midland,0.7382044196128845,abbvie,0.7287683486938477,digital realty,0.7271198034286499,emerson electric,0.7205086946487427,zimmer biomet holdings,0.717403769493103,honeywell,0.7099147439002991,vertex,0.7080054879188538,dupont de nemours,0.7029036283493042,medtronic,0.6813271045684814,alexandria real estate equities,0.6811745166778564,crown castle,0.6797773838043213,boston scientific,0.6792492270469666,norfolk southern,0.6729950308799744,activision blizzard,0.6648546457290649,edwards lifesciences,0.6648202538490295,raytheon technologies,0.6590998768806458,baxter,0.6562039852142334,sherwin williams,0.6347871422767639,becton dickinson,0.6248666644096375,cvs health,0.6150630116462708
11,accenture,medtronic,0.8170264363288879,caterpillar,0.8159780502319336,amgen,0.795212984085083,hp,0.7390751838684082,pepsico,0.6832664012908936,intuitive surgical,0.6735551357269287,archer daniels midland,0.6432674527168274,anthem,0.5998938679695129,comcast,0.5962688326835632,delta air lines,0.5669729709625244,cummins,0.5544414520263672,nike,0.5522865653038025,marriott,0.5516985058784485,resmed,0.5348303318023682,mondelez,0.5212078094482422,zimmer biomet holdings,0.5175002813339233,automatic data processing,0.4839005470275879,aon,0.483488529920578,eli lilly,0.48019474744796753,southwest airlines,0.47506919503211975,allstate,0.4718463122844696,hilton worldwide holdings,0.45107877254486084,colgate palmolive,0.4424726366996765,oreilly automotive,0.4400257468223572,willis towers watson,0.432905912399292
12,roku,kinder morgan,0.901663064956665,general motors,0.7216123342514038,aflac,0.7140663862228394,waste management,0.7104126811027527,monster beverage,0.698302686214447,workday,0.694766104221344,prologis,0.6915537118911743,micron technology,0.6906542181968689,freeport mcmoran,0.69008469581604,chubb ltd,0.6898714303970337,capital one financial,0.6861067414283752,vf,0.676255464553833,us bancorp,0.6739782094955444,t rowe price,0.6685913801193237,verisk analytics,0.6565587520599365,resmed,0.6546436548233032,progressive,0.6490681767463684,willis towers watson,0.6485380530357361,constellation brands,0.6460866928100586,ecolab,0.6455695629119873,blackrock,0.6354636549949646,centene,0.6220079660415649,yum china holdings,0.6213119029998779,allstate,0.6183466911315918,equity residential,0.6113958358764648
13,amgen,medtronic,0.91741943359375,caterpillar,0.8424839973449707,accenture,0.795212984085083,archer daniels midland,0.7922235727310181,hp,0.7589536905288696,eli lilly,0.7284083962440491,intuitive surgical,0.7116049528121948,zimmer biomet holdings,0.6919945478439331,cummins,0.6631004810333252,boston scientific,0.6384515762329102,alexion,0.6265523433685303,resmed,0.6105460524559021,comcast,0.59517502784729,vertex,0.5896313190460205,linde,0.5705927610397339,nike,0.5674704909324646,regeneron,0.5461616516113281,baxter,0.5449901819229126,delta air lines,0.5360687375068665,eaton,0.5269905924797058,dow,0.5199006795883179,anthem,0.5188947319984436,edwards lifesciences,0.4850645959377289,gilead sciences,0.4709120988845825,centene,0.47024697065353394
14,waste management,vf,0.8575197458267212,verisk analytics,0.819594144821167,prologis,0.7961544990539551,paychex,0.787608802318573,anthem,0.7641674280166626,spotify technology,0.7502838373184204,hilton worldwide holdings,0.74474036693573,charles schwab,0.7406667470932007,ecolab,0.714173436164856,aflac,0.7126762866973877,roku,0.7104127407073975,workday,0.7087007761001587,cognizant technology solutions,0.7034273743629456,capital one financial,0.6946096420288086,walgreen boots alliance,0.6833950281143188,general motors,0.6820943355560303,square,0.6773707866668701,us bancorp,0.6632301807403564,freeport mcmoran,0.6596511602401733,paypal holdings,0.640688955783844,advanced micro devices,0.6369028091430664,yum brands,0.6368167996406555,citigroup,0.6350165605545044,chubb ltd,0.6226036548614502,kinder morgan,0.6186947226524353
15,altria,philip morris,0.9389549493789673,northrop grumman,0.7727623581886292,mondelez,0.7646439075469971,lockheed martin,0.718445897102356,verisk analytics,0.5936073064804077,boeing,0.5648819208145142,raytheon technologies,0.5355739593505859,oreilly automotive,0.5200424790382385,dow,0.49605727195739746,workday,0.47045183181762695,paccar,0.4556490182876587,costco wholesale,0.4518505036830902,adobe,0.44359081983566284,intercontinental exchange,0.43016117811203003,roper technologies,0.4247378706932068,lululemon athletica,0.4223187565803528,paychex,0.42221149802207947,colgate palmolive,0.4150505065917969,avalonbay communities,0.41315001249313354,equity residential,0.4066832661628723,archer daniels midland,0.4061594009399414,sherwin williams,0.3994176685810089,yum china holdings,0.397090882062912,intuitive surgical,0.3832669258117676,zimmer biomet holdings,0.37828633189201355
16,ametek,cintas,0.9846670627593994,corning,0.9537608027458191,thermo fisher scientific,0.9517637491226196,agilent technologies,0.9508985877037048,parker hannifin,0.9435697793960571,danaher,0.9418861865997314,illumina,0.9081588983535767,edwards lifesciences,0.8296760320663452,abbott laboratories,0.8175947666168213,zoetis,0.8115038871765137,autozone,0.775065004825592,baxter,0.6930172443389893,zimmer biomet holdings,0.6896684169769287,rockwell automation,0.6401350498199463,emerson electric,0.6237565279006958,boston scientific,0.6075635552406311,becton dickinson,0.5991843938827515,alexandria real estate equities,0.5363928079605103,linde,0.5345755815505981,microchip technology,0.5302397012710571,skyworks solutions,0.5241601467132568,abbvie,0.5215448141098022,maxim integrated products,0.5087857246398926,dupont de nemours,0.5012772083282471,roper technologies,0.47886839509010315
17,ansys,micron technology,0.7465507388114929,edwards lifesciences,0.7009435296058655,automatic data processing,0.6385529637336731,avalonbay communities,0.6299650073051453,equity residential,0.6210640668869019,zimmer biomet holdings,0.6113559007644653,roku,0.593063473701477,baxter,0.5918797254562378,becton dickinson,0.5667757987976074,aon,0.5542861223220825,allstate,0.551296591758728,danaher,0.5374923944473267,freeport mcmoran,0.5308540463447571,ecolab,0.5293452143669128,workday,0.525600790977478,abbott laboratories,0.5232565402984619,willis towers watson,0.513889729976654,archer daniels midland,0.5108786225318909,resmed,0.5093541145324707,zoetis,0.5068531036376953,centene,0.4986354410648346,veeva systems,0.4954063594341278,american,0.48663046956062317,corning,0.4789084494113922,boston scientific,0.46172478795051575
18,fedex,united parcel service,0.8987504243850708,mckesson,0.8364035487174988,nike,0.778915286064148,best buy,0.7565584778785706,carrier global,0.7434626221656799,starbucks,0.6777695417404175,yum china holdings,0.6725437045097351,kroger,0.6669851541519165,walmart,0.6595659852027893,ebay,0.6303515434265137,union pacific,0.6161811351776123,cerner,0.6158932447433472,dollar general,0.5980374813079834,costco wholesale,0.5851492285728455,moderna,0.5795795321464539,pfizer,0.5764625072479248,dollar tree,0.5420666933059692,adobe,0.540173351764679,sherwin williams,0.5355328321456909,microsoft,0.5031352043151855,oracle,0.4929364323616028,delta air lines,0.49059855937957764,boeing,0.45038020610809326,fiserv,0.4389100670814514,charles schwab,0.4298349618911743
19,servicenow,advanced micro devices,0.8446222543716431,motorola solutions,0.7863361835479736,lam research,0.7815099358558655,aptiv,0.7765161991119385,ringcentral,0.7622461318969727,alphabet,0.7284680604934692,paccar,0.7277231812477112,union pacific,0.7182942628860474,apple,0.7037235498428345,idexx laboratories,0.6942620277404785,activision blizzard,0.6846763491630554,paychex,0.6814601421356201,digital realty,0.6811826229095459,cognizant technology solutions,0.6625351905822754,verizon communications,0.6472140550613403,qualcomm,0.645729124546051,cisco systems,0.6250671148300171,intel corporation,0.6221380233764648,nvidia,0.6221115589141846,home depot,0.6157590746879578,crown castle,0.6142215728759766,chipotle mexican grill,0.6069612503051758,microsoft,0.6031299829483032,alexandria real estate equities,0.5939070582389832,keysight technologies,0.5932940244674683
20,oreilly automotive,colgate palmolive,0.8563159704208374,costco wholesale,0.7696219682693481,dollar general,0.7586593627929688,norfolk southern,0.6993438005447388,yum china holdings,0.6758338212966919,carrier global,0.6752991080284119,paccar,0.6652464866638184,intercontinental exchange,0.6641173362731934,verisk analytics,0.6563055515289307,archer daniels midland,0.6352130174636841,alexandria real estate equities,0.6304193139076233,dollar tree,0.6272628903388977,autozone,0.626593291759491,nike,0.6258824467658997,starbucks,0.6254016757011414,sherwin williams,0.6220875978469849,fiserv,0.6136075854301453,kroger,0.5993228554725647,ross stores,0.5889189839363098,walmart,0.5883122682571411,ebay,0.5849035978317261,union pacific,0.5808776617050171,avalonbay communities,0.5778200626373291,becton dickinson,0.577731192111969,equity residential,0.5755127668380737
21,archer daniels midland,intuitive surgical,0.8428894281387329,zimmer biomet holdings,0.832060694694519,caterpillar,0.8078843355178833,amgen,0.7922235727310181,cummins,0.7822340130805969,medtronic,0.7754529118537903,roper technologies,0.7382413148880005,linde,0.7382044196128845,nike,0.7212755680084229,eaton,0.7094258069992065,hp,0.6886491775512695,dow,0.6835974454879761,edwards lifesciences,0.6802797317504883,accenture,0.6432674527168274,colgate palmolive,0.6402636766433716,paccar,0.6374651193618774,anthem,0.6366798877716064,oreilly automotive,0.6352130174636841,becton dickinson,0.6338590383529663,alexandria real estate equities,0.6250264048576355,walgreen boots alliance,0.6227147579193115,resmed,0.6190513968467712,yum china holdings,0.6116272807121277,norfolk southern,0.6105293035507202,equity residential,0.6031633615493774
22,microchip technology,maxim integrated products,0.9794296026229858,skyworks solutions,0.9691259264945984,analog devices,0.9479141235351562,broadcom,0.8842120170593262,keysight technologies,0.8264904618263245,motorola solutions,0.796898603439331,roper technologies,0.7932950854301453,aptiv,0.7840466499328613,dupont de nemours,0.7589378952980042,international business machines,0.7559507489204407,digital realty,0.7321808934211731,intel corporation,0.7273536920547485,ringcentral,0.7152458429336548,emerson electric,0.7147195935249329,cisco systems,0.7077507376670837,xilinx,0.6939927935600281,marvell technology group ltd,0.6621619462966919,exelon,0.6530466675758362,travelers companies,0.607035756111145,valero,0.6050560474395752,becton dickinson,0.6044092178344727,parker hannifin,0.6027425527572632,avalonbay communities,0.5990476608276367,equity residential,0.5912390947341919,cintas,0.5596528053283691
23,netflix,electronic arts,0.8415948152542114,idexx laboratories,0.8141694664955139,pinterest,0.8006908893585205,costar,0.7793198227882385,facebook,0.7646886110305786,biogen,0.7423621416091919,twitter,0.731933057308197,ball,0.7164547443389893,yum brands,0.637281060218811,crown castle,0.6143606901168823,consolidated edison,0.5806701183319092,coca cola,0.5793746709823608,bristol myers squibb,0.5732225775718689,mcdonalds,0.5639388561248779,sherwin williams,0.548279881477356,chipotle mexican grill,0.5139468312263489,public service enterprise,0.5082123279571533,microsoft,0.5003282427787781,union pacific,0.4883061945438385,simon property,0.4822676181793213,cognizant technology solutions,0.4666672945022583,norfolk southern,0.4610867202281952,cvs health,0.4574214518070221,alexandria real estate equities,0.4554658532142639,cigna,0.43497511744499207
24,morgan stanley,wells fargo,0.9453586339950562,goldman sachs,0.9266262054443359,us bancorp,0.9104725122451782,citigroup,0.8861490488052368,tesla,0.8645501732826233,capital one financial,0.8612582683563232,uber technologies,0.816306471824646,prologis,0.7012632489204407,verisk analytics,0.6812609434127808,charles schwab,0.6493687629699707,lululemon athletica,0.6417381167411804,ford motor,0.6367793083190918,t rowe price,0.6293601989746094,paychex,0.5805823802947998,american,0.5793789625167847,waste management,0.557802677154541,workday,0.5565171241760254,chipotle mexican grill,0.556079626083374,chubb ltd,0.5507146120071411,kinder morgan,0.5497111082077026,intercontinental exchange,0.5431512594223022,conocophillips,0.5351950526237488,roku,0.510962724685669,blackrock,0.5069006681442261,resmed,0.5054780840873718
25,twitter,pinterest,0.8121254444122314,biogen,0.7481233477592468,netflix,0.731933057308197,idexx laboratories,0.7247921824455261,ball,0.6972960829734802,facebook,0.6723816394805908,coca cola,0.6192142963409424,yum brands,0.570981502532959,crown castle,0.5669898986816406,alphabet,0.5575107932090759,cigna,0.5324289798736572,cognizant technology solutions,0.5145756006240845,sherwin williams,0.5106730461120605,abbvie,0.4930846095085144,cvs health,0.4886729121208191,charter communications,0.47968295216560364,electronic arts,0.4796651601791382,costar,0.4762073755264282,microsoft,0.4642604887485504,dow,0.43378347158432007,comcast,0.43227773904800415,bristol myers squibb,0.39577287435531616,servicenow,0.39070090651512146,union pacific,0.388321191072464,adobe,0.38123565912246704
26,raytheon technologies,honeywell,0.8998855352401733,roper technologies,0.8097758293151855,northrop grumman,0.7536637783050537,lockheed martin,0.7299515604972839,dupont de nemours,0.7140227556228638,cummins,0.6709244251251221,digital realty,0.6625423431396484,linde,0.6590999364852905,dow,0.6499090194702148,boeing,0.6467063426971436,skyworks solutions,0.6224154829978943,international business machines,0.5979393720626831,keysight technologies,0.5890607833862305,maxim integrated products,0.5873862504959106,analog devices,0.5636756420135498,emerson electric,0.5618672370910645,cisco systems,0.5552376508712769,intel corporation,0.5399530529975891,microchip technology,0.5398486852645874,eaton,0.5369466543197632,paccar,0.5368160009384155,altria,0.5355740189552307,archer daniels midland,0.5336498618125916,motorola solutions,0.5336015224456787,aptiv,0.5231062769889832
27,american express,mastercard,0.9554007649421692,visa,0.9526652097702026,paypal holdings,0.6834418773651123,spotify technology,0.6173692941665649,anthem,0.6114678382873535,yum brands,0.5951952338218689,waste management,0.5404258370399475,square,0.5086274743080139,vf,0.5064190626144409,marriott,0.5034083127975464,metlife,0.4746100604534149,pepsico,0.4707668721675873,coca cola,0.46030670404434204,adobe,0.45206862688064575,hilton worldwide holdings,0.4465157389640808,charles schwab,0.40405917167663574,berkshire hathaway,0.4038493037223816,walgreen boots alliance,0.3985191583633423,prologis,0.38263100385665894,crown castle,0.3692658245563507,advanced micro devices,0.3539130687713623,delta air lines,0.3501926064491272,starbucks,0.3292873799800873,aflac,0.32120394706726074,ecolab,0.3181934356689453
28,northrop grumman,lockheed martin,0.9633287191390991,boeing,0.8278951644897461,altria,0.7727623581886292,raytheon technologies,0.7536637783050537,dow,0.6305717825889587,philip morris,0.5814825892448425,adobe,0.5671278238296509,honeywell,0.5312618017196655,sherwin williams,0.45831310749053955,linde,0.4538189470767975,roper technologies,0.43057554960250854,southwest airlines,0.4258703291416168,paychex,0.41534680128097534,paccar,0.41493767499923706,mondelez,0.3943144679069519,eaton,0.33950600028038025,delta air lines,0.33576542139053345,archer daniels midland,0.3291390836238861,intuitive surgical,0.3265991508960724,verisk analytics,0.3222624659538269,cummins,0.3142271041870117,hp,0.31308844685554504,activision blizzard,0.31004321575164795,dupont de nemours,0.3009592890739441,oracle,0.2912115454673767
29,pfizer,mckesson,0.8142876625061035,cerner,0.7708420157432556,moderna,0.7688289284706116,united parcel service,0.7669592499732971,cvs health,0.6068127155303955,regeneron,0.5912005305290222,fedex,0.5764625668525696,general motors,0.5330314636230469,biogen,0.5314905047416687,ball,0.5175251960754395,microsoft,0.4993637204170227,lam research,0.4900422692298889,walgreen boots alliance,0.48219823837280273,micron technology,0.48097872734069824,eli lilly,0.47602376341819763,unitedhealth,0.4749562740325928,yum brands,0.45393574237823486,carrier global,0.44813746213912964,centene,0.44389039278030396,alexion,0.44375941157341003,yum china holdings,0.4431535005569458,abbvie,0.4059172570705414,nike,0.38818299770355225,vertex,0.386232852935791,boeing,0.37934333086013794
30,visa,mastercard,0.9573638439178467,american express,0.9526652097702026,paypal holdings,0.7242197394371033,spotify technology,0.6498004794120789,yum brands,0.6310796737670898,marriott,0.5512583255767822,waste management,0.5416669249534607,square,0.5404143333435059,anthem,0.5392892956733704,hilton worldwide holdings,0.5176326036453247,berkshire hathaway,0.5065850019454956,vf,0.498931884765625,metlife,0.4945678114891052,coca cola,0.4349656105041504,pepsico,0.40392014384269714,prologis,0.4012829661369324,adobe,0.3779982924461365,walgreen boots alliance,0.3686325252056122,aflac,0.35289978981018066,charles schwab,0.3488808870315552,crown castle,0.33768969774246216,ecolab,0.3363734185695648,ball,0.3070324957370758,cigna,0.2959473729133606,advanced micro devices,0.28709107637405396
31,charles schwab,paychex,0.7790515422821045,waste management,0.7406667470932007,adobe,0.7090681195259094,verisk analytics,0.7043277621269226,goldman sachs,0.6713747382164001,costco wholesale,0.6566050052642822,morgan stanley,0.6493688821792603,wells fargo,0.635182797908783,advanced micro devices,0.6226741075515747,spotify technology,0.6226724982261658,square,0.6150139570236206,us bancorp,0.6102295517921448,citigroup,0.6031814813613892,tesla,0.5949338674545288,union pacific,0.5721577405929565,vf,0.5648462176322937,uber technologies,0.564309298992157,paypal holdings,0.5630963444709778,kroger,0.5609331130981445,anthem,0.5580961108207703,prologis,0.5566609501838684,capital one financial,0.5532854795455933,chipotle mexican grill,0.5474550127983093,starbucks,0.526531994342804,delta air lines,0.5171207189559937
32,splunk,okta,0.9804497957229614,crowdstrike holdings,0.973801851272583,synopsys,0.8490018248558044,palo alto networks,0.7755612134933472,docusign,0.7704085111618042,d r horton,0.7606194615364075,verisign,0.707440197467804,marvell technology group ltd,0.6963111162185669,walt disney,0.6950271129608154,johnson controls,0.685362696647644,cadence design systems,0.6682844161987305,travelers companies,0.6486372947692871,autodesk,0.6038222908973694,veeva systems,0.5811066627502441,intuit,0.5185439586639404,public service enterprise,0.5033707618713379,consolidated edison,0.4463012218475342,yum brands,0.40965408086776733,becton dickinson,0.4074845314025879,costco wholesale,0.40481293201446533,workday,0.3538733720779419,mcdonalds,0.3526219129562378,american electric power,0.342827171087265,electronic arts,0.32178083062171936,dupont de nemours,0.3032815754413605
33,illumina,thermo fisher scientific,0.9729955196380615,danaher,0.9617494344711304,agilent technologies,0.947820782661438,abbott laboratories,0.9224526286125183,ametek,0.9081588983535767,corning,0.9032891392707825,cintas,0.8822729587554932,parker hannifin,0.8619074821472168,edwards lifesciences,0.8335964679718018,zoetis,0.8331292867660522,baxter,0.7873936891555786,zimmer biomet holdings,0.7301251292228699,boston scientific,0.6977068781852722,abbvie,0.6524304747581482,autozone,0.5864207148551941,rockwell automation,0.5687713027000427,becton dickinson,0.5335221290588379,linde,0.5093562006950378,emerson electric,0.5028462409973145,vertex,0.4846833348274231,ansys,0.4308314025402069,alexandria real estate equities,0.4205806255340576,intuitive surgical,0.4198744595050812,ecolab,0.41892874240875244,travelers companies,0.41424545645713806
34,cintas,ametek,0.9846670627593994,danaher,0.9376631379127502,agilent technologies,0.9341325759887695,corning,0.933239221572876,thermo fisher scientific,0.9192370176315308,parker hannifin,0.9174250364303589,illumina,0.8822729587554932,edwards lifesciences,0.8253241777420044,autozone,0.8023378849029541,abbott laboratories,0.7956440448760986,zoetis,0.7568100690841675,zimmer biomet holdings,0.7155555486679077,baxter,0.6548516750335693,emerson electric,0.6283252239227295,becton dickinson,0.6034034490585327,rockwell automation,0.5821284055709839,boston scientific,0.5665820837020874,microchip technology,0.5596528053283691,skyworks solutions,0.5429065823554993,maxim integrated products,0.5382910966873169,linde,0.5329648852348328,dupont de nemours,0.5288193225860596,alexandria real estate equities,0.5117036700248718,roper technologies,0.49306952953338623,oreilly automotive,0.48427337408065796
35,general motors,centene,0.8166726231575012,union pacific,0.795348048210144,freeport mcmoran,0.7903090715408325,alexandria real estate equities,0.7839956879615784,yum china holdings,0.7633472681045532,lam research,0.7580320835113525,walgreen boots alliance,0.7397984862327576,activision blizzard,0.7277392745018005,roku,0.7216123342514038,cvs health,0.7178135514259338,cerner,0.7109389305114746,paccar,0.7106921672821045,cognizant technology solutions,0.7069410681724548,waste management,0.6820943355560303,paychex,0.6676676273345947,ball,0.6409460306167603,verisk analytics,0.6264576315879822,crown castle,0.6262799501419067,corteva,0.6217864751815796,carrier global,0.6201221942901611,vf,0.6169093251228333,colgate palmolive,0.6163983345031738,becton dickinson,0.6093933582305908,motorola solutions,0.6071834564208984,resmed,0.5967987775802612
